transaction_id,transaction_date,product_id,product_name,quantity,unit_price,total_price
E000529,2024-01-09,P015,付箋紙 ポストイット 10個[数量限定],8,300,2400
E000530,2024-01-10,P131,シャープ ヘルシオ ホットクック【店頭】,2,42800,85600
E000531,2024-01-11,P163,有機野菜セット 10品目,3,3280,9840
E000532,2024-01-11,P017,Nintendo Switch 有機ELモデル,1,130000,130000
E000533,2024-01-12,P022,Apple Watch Ultra 2＜タイムセール＞,1,100000,100000
E000534,2024-01-12,P078,シモンズ ベッドマットレス シングル[新生活応援],1,95000,95000
E000535,2024-01-13,P070,Crucial SSD 1TB【期間限定】,3,3500,10500
E000536,2024-01-13,P052,THE NORTH FACE マウンテンパーカー（送料無料）,5,2800,14000
E000537,2024-01-14,P067,エレコム USBハブ 4ポート（期間限定）,2,1200,2400
E000538,2024-01-14,P144,コールマン 寝袋 マルチレイヤースリーピングバッグ,1,8800,8800
E000539,2024-01-14,P129,象印 ホットプレート やきやき[期間限定],1,12800,12800
E000540,2024-01-15,P105,Philips Hue スマート照明スターターキット【店頭】,4,9800,39200
E000541,2024-01-15,P036,トイレットペーパー 12ロール ダブル【期間限定】,4,300,1200
E000542,2024-01-17,P093,コピー用紙 A4 500枚,8,15,120
E000543,2024-01-18,P032,DJI Mini 4 Pro ドローン[新生活応援],1,45000,45000
E000544,2024-01-18,P113,パナソニック ヘアドライヤー ナノケア（送料無料）,1,28000,28000
E000545,2024-01-18,P060,日清 カップヌードル 20食[期間限定],7,100,700
E000546,2024-01-18,P083,シャープ AQUOS 50インチ（ネット）,1,90000,90000
E000547,2024-01-18,P194,アイリスオーヤマ ガーデニングツール 10点セット（ネット）,1,3980,3980
E000548,2024-01-19,P125,森永 おいしいコラーゲンドリンク 12本＜期間限定＞,2,2980,5960
E000549,2024-01-19,P036,トイレットペーパー 12ロール ダブル【店頭】,3,300,900
E000550,2024-01-20,P071,HDMI ケーブル 2m 2本セット,1,500,500
E000551,2024-01-20,P012,消しゴム まとまるくん 5個（期間限定）,8,150,1200
E000552,2024-01-20,P163,有機野菜セット 10品目＜ポイント10倍＞,2,3280,6560
E000553,2024-01-21,P022,Apple Watch Ultra 2＜ポイント10倍＞,1,100000,100000
E000554,2024-01-21,P150,アイリスオーヤマ ペット用自動給水器【まとめ買い】,1,2980,2980
E000555,2024-01-21,P090,三菱 IHクッキングヒーター,2,35000,70000
E000556,2024-01-22,P063,伊藤園 お〜いお茶 2L 6本[数量限定],1,160,160
E000557,2024-01-23,P108,TP-Link スマートプラグ 2個セット,2,3200,6400
E000558,2024-01-23,P141,モンベル トレッキングポール,1,6980,6980
E000559,2024-01-23,P068,Logicool ウェブカメラ C920,1,3200,3200
E000560,2024-01-24,P124,味の素 アミノバイタル プロ 30本【店頭】,1,3680,3680
E000561,2024-01-24,P031,Garmin ForeRunner 265 スマートウォッチ,1,40000,40000
E000562,2024-01-24,P177,ゼロハリバートン アタッシュケース【店頭】,1,19800,19800
E000563,2024-01-24,P075,アイリスオーヤマ LED シーリングライト【セール】,2,8000,16000
E000564,2024-01-25,P027,日立 冷蔵庫 R-HW54S【セール】,1,85000,85000
E000565,2024-01-25,P151,ドギーマン おさんぽリード[数量限定],1,1480,1480
E000566,2024-01-26,P097,Apple Mac Pro【店頭】,1,300000,300000
E000567,2024-01-26,P180,竹歯ブラシ 4本セット（ネット）,10,980,9800
E000568,2024-01-26,P128,ティファール 電気ケトル 1.2L＜期間限定＞,2,4980,9960
E000569,2024-01-27,P009,クリアファイル 10枚セット（送料無料）,7,100,700
E000570,2024-01-28,P057,明治 おいしい牛乳 1L 6本[数量限定],6,120,720
E000571,2024-01-28,P084,象印 炊飯器 極め炊き,1,22000,22000
E000572,2024-01-28,P085,パナソニック 食器洗い乾燥機＜期間限定＞,1,30000,30000
E000573,2024-01-29,P114,オムロン 血圧計 上腕式＜期間限定＞,3,7980,23940
E000574,2024-01-29,P178,折りたたみ トラベルバックパック【セール】,1,3980,3980
E000575,2024-01-30,P182,再生紙ノート A5 5冊パック,7,680,4760
E000576,2024-01-31,P007,ワイヤレスマウス[新生活応援],1,1500,1500
E000577,2024-02-01,P095,Microsoft Surface Pro 9（期間限定）,1,140000,140000
E000578,2024-02-01,P190,本の定期便 月2冊[期間限定],1,2980,2980
E000579,2024-02-01,P029,Kindle Paperwhite Signature【まとめ買い】,1,25000,25000
E000580,2024-02-02,P030,JBL ポータブルスピーカー Charge 5【期間限定】,1,35000,35000
E000581,2024-02-02,P036,トイレットペーパー 12ロール ダブル＜タイムセール＞,7,300,2100
E000582,2024-02-02,P066,バッファロー Wi-Fiルーター 6E,1,2800,2800
E000583,2024-02-02,P004,ボールペン 3色セット＜タイムセール＞,1,200,200
E000584,2024-02-03,P134,バーミックス ハンドブレンダー[新生活応援],1,24800,24800
E000585,2024-02-04,P041,ハンドソープ キレイキレイ 詰替 3個,3,180,540
E000586,2024-02-04,P174,無印良品風 トラベルポーチ 3点セット[期間限定],1,2480,2480
E000587,2024-02-05,P001,Apple MacBook Pro 14インチ,1,150000,150000
E000588,2024-02-05,P069,サンワサプライ モニターアーム【期間限定】,2,1500,3000
E000589,2024-02-05,P009,クリアファイル 10枚セット【セール】,9,100,900
E000590,2024-02-05,P085,パナソニック 食器洗い乾燥機[数量限定],1,30000,30000
E000591,2024-02-05,P086,ルンバ コンボ j7+＜ポイント10倍＞,1,45000,45000
E000592,2024-02-06,P071,HDMI ケーブル 2m 2本セット[新生活応援],1,500,500
E000593,2024-02-06,P049,ユニクロ ウルトラライトダウン[半額セール],2,3000,6000
E000594,2024-02-06,P039,食器用洗剤 キュキュット 詰替＜半額セール＞,3,180,540
E000595,2024-02-06,P027,日立 冷蔵庫 R-HW54S[新生活応援],1,85000,85000
E000596,2024-02-07,P078,シモンズ ベッドマットレス シングル【セール】,1,95000,95000
E000597,2024-02-08,P057,明治 おいしい牛乳 1L 6本,5,120,600
E000598,2024-02-08,P095,Microsoft Surface Pro 9[半額セール],1,140000,140000
E000599,2024-02-09,P037,ティッシュペーパー 5箱パック【セール】,3,250,750
E000600,2024-02-09,P197,高儀 電動丸ノコ[数量限定],1,8980,8980
E000601,2024-02-10,P126,ファンケル カロリミット 30日分[期間限定],1,1680,1680
E000602,2024-02-11,P161,松坂牛 サーロインステーキ 200g【店頭】,2,8800,17600
E000603,2024-02-11,P081,ダイキン 加湿空気清浄機,1,180000,180000
E000604,2024-02-12,P190,本の定期便 月2冊＜ポイント10倍＞,1,2980,2980
E000605,2024-02-12,P184,エコ洗剤 ハッピーエレファント 詰替用（ネット）,5,598,2990
E000606,2024-02-12,P029,Kindle Paperwhite Signature,1,25000,25000
E000607,2024-02-12,P072,WD 外付けSSD 500GB（ネット）,1,4000,4000
E000608,2024-02-14,P060,日清 カップヌードル 20食,4,100,400
E000609,2024-02-14,P097,Apple Mac Pro【まとめ買い】,1,300000,300000
E000610,2024-02-14,P093,コピー用紙 A4 500枚[新生活応援],7,15,105
E000611,2024-02-14,P071,HDMI ケーブル 2m 2本セット[半額セール],3,500,1500
E000612,2024-02-14,P061,キリン 一番搾り 350ml 24本（期間限定）,3,180,540
E000613,2024-02-15,P036,トイレットペーパー 12ロール ダブル,5,300,1500
E000614,2024-02-18,P031,Garmin ForeRunner 265 スマートウォッチ【店頭】,1,40000,40000
E000615,2024-02-18,P031,Garmin ForeRunner 265 スマートウォッチ【セール】,1,40000,40000
E000616,2024-02-18,P011,Canon EOS R6 ミラーレスカメラ＜期間限定＞,1,70000,70000
E000617,2024-02-18,P150,アイリスオーヤマ ペット用自動給水器【期間限定】,2,2980,5960
E000618,2024-02-18,P153,コンビ ベビーカー スゴカルα【まとめ買い】,1,39800,39800
E000619,2024-02-19,P027,日立 冷蔵庫 R-HW54S[新生活応援],1,85000,85000
E000620,2024-02-20,P099,EIZO FlexScan EV2795,1,80000,80000
E000621,2024-02-21,P003,Sony WH-1000XM5 ヘッドホン,1,110000,110000
E000622,2024-02-22,P001,Apple MacBook Pro 14インチ（送料無料）,1,150000,150000
E000623,2024-02-22,P050,ナイキ エアマックス 270[新生活応援],4,5000,20000
E000624,2024-02-23,P095,Microsoft Surface Pro 9,1,140000,140000
E000625,2024-02-23,P029,Kindle Paperwhite Signature＜タイムセール＞,1,25000,25000
E000626,2024-02-24,P004,ボールペン 3色セット＜ポイント10倍＞,2,200,400
E000627,2024-02-24,P060,日清 カップヌードル 20食,8,100,800
E000628,2024-02-24,P151,ドギーマン おさんぽリード＜半額セール＞,2,1480,2960
E000629,2024-02-25,P155,くもん 知育玩具 くみくみスロープ【まとめ買い】,1,4280,4280
E000630,2024-02-25,P134,バーミックス ハンドブレンダー【期間限定】,1,24800,24800
E000631,2024-02-26,P044,プラレール 超特急セット＜ポイント10倍＞,3,1200,3600
E000632,2024-02-26,P154,パンパース おむつ テープ 新生児 114枚【店頭】,1,2180,2180
E000633,2024-02-26,P096,HP Spectre x360 16,1,200000,200000
E000634,2024-02-26,P145,ロイヤルカナン ドッグフード 3kg【店頭】,1,4280,4280
E000635,2024-02-26,P084,象印 炊飯器 極め炊き＜半額セール＞,1,22000,22000
E000636,2024-02-27,P026,Panasonic ドラム式洗濯乾燥機＜半額セール＞,1,80000,80000
E000637,2024-02-27,P031,Garmin ForeRunner 265 スマートウォッチ（ネット）,1,40000,40000
E000638,2024-02-28,P028,三菱電機 エアコン 霧ヶ峰【まとめ買い】,1,120000,120000
E000639,2024-02-28,P099,EIZO FlexScan EV2795（送料無料）,1,80000,80000
E000640,2024-02-28,P178,折りたたみ トラベルバックパック（ネット）,5,3980,19900
E000641,2024-02-29,P021,ダイソン Pure Cool 空気清浄機[数量限定],1,85000,85000
E000642,2024-02-29,P104,iRobot ルンバ i5 ロボット掃除機,2,49800,99600
E000643,2024-02-29,P049,ユニクロ ウルトラライトダウン【期間限定】,1,3000,3000
E000644,2024-02-29,P189,日本酒 頒布会 720ml×2本（期間限定）,3,5800,17400
E000645,2024-02-29,P199,BOSCH レーザー距離計（ネット）,1,7980,7980
E000646,2024-02-29,P073,Logicool メカニカルキーボード G913（送料無料）,3,3000,9000
E000647,2024-03-01,P063,伊藤園 お〜いお茶 2L 6本（期間限定）,4,160,640
E000648,2024-03-01,P083,シャープ AQUOS 50インチ,1,90000,90000
E000649,2024-03-01,P003,Sony WH-1000XM5 ヘッドホン【店頭】,1,110000,110000
E000650,2024-03-03,P052,THE NORTH FACE マウンテンパーカー[数量限定],2,2800,5600
E000651,2024-03-03,P048,くもん 日本地図パズル,3,300,900
E000652,2024-03-03,P096,HP Spectre x360 16,1,200000,200000
E000653,2024-03-04,P090,三菱 IHクッキングヒーター[数量限定],1,35000,35000
E000654,2024-03-05,P116,ブラウン メンズシェーバー シリーズ9【セール】,1,24800,24800
E000655,2024-03-06,P169,北海道十勝 ラクレットチーズ 300g[半額セール],5,2480,12400
E000656,2024-03-06,P195,パキラ 観葉植物 8号鉢,2,4980,9960
E000657,2024-03-07,P068,Logicool ウェブカメラ C920（ネット）,2,3200,6400
E000658,2024-03-07,P038,キッチンペーパー 4ロール[半額セール],2,150,300
E000659,2024-03-08,P091,富士通 ノートPC LIFEBOOK,1,70000,70000
E000660,2024-03-08,P106,SwitchBot カーテン自動開閉,5,7980,39900
E000661,2024-03-08,P017,Nintendo Switch 有機ELモデル,1,130000,130000
E000662,2024-03-09,P102,Nature Remo IoT温度センサー,2,3980,7960
E000663,2024-03-09,P044,プラレール 超特急セット[期間限定],1,1200,1200
E000664,2024-03-09,P162,北海道 夕張メロン 1玉【店頭】,1,5800,5800
E000665,2024-03-09,P010,Bluetoothスピーカー[期間限定],2,3000,6000
E000666,2024-03-09,P173,サムソナイト スーツケース 68L【店頭】,2,25800,51600
E000667,2024-03-09,P016,Dyson V15 コードレス掃除機,1,80000,80000
E000668,2024-03-11,P078,シモンズ ベッドマットレス シングル（期間限定）,1,95000,95000
E000669,2024-03-11,P049,ユニクロ ウルトラライトダウン【まとめ買い】,2,3000,6000
E000670,2024-03-11,P076,ニトリ 遮光カーテン 2枚組[数量限定],5,6000,30000
E000671,2024-03-11,P008,外付けHDD 1TB（ネット）,2,2500,5000
E000672,2024-03-11,P027,日立 冷蔵庫 R-HW54S【期間限定】,1,85000,85000
E000673,2024-03-12,P111,ヤーマン 美顔器 フォトプラス[半額セール],1,39800,39800
E000674,2024-03-12,P021,ダイソン Pure Cool 空気清浄機＜半額セール＞,1,85000,85000
E000675,2024-03-12,P089,日立 ドラム式洗濯機 ビッグドラム,1,55000,55000
E000676,2024-03-13,P030,JBL ポータブルスピーカー Charge 5[数量限定],1,35000,35000
E000677,2024-03-14,P059,サントリー 天然水 2L 12本（期間限定）,1,180,180
E000678,2024-03-14,P081,ダイキン 加湿空気清浄機,1,180000,180000
E000679,2024-03-14,P026,Panasonic ドラム式洗濯乾燥機[新生活応援],1,80000,80000
E000680,2024-03-14,P129,象印 ホットプレート やきやき＜タイムセール＞,1,12800,12800
E000681,2024-03-14,P010,Bluetoothスピーカー[数量限定],1,3000,3000
E000682,2024-03-15,P073,Logicool メカニカルキーボード G913【まとめ買い】,4,3000,12000
E000683,2024-03-15,P189,日本酒 頒布会 720ml×2本＜ポイント10倍＞,1,5800,5800
E000684,2024-03-15,P065,AGF ブレンディスティック 30本【まとめ買い】,3,250,750
E000685,2024-03-15,P106,SwitchBot カーテン自動開閉【セール】,4,7980,31920
E000686,2024-03-16,P004,ボールペン 3色セット,1,200,200
E000687,2024-03-16,P003,Sony WH-1000XM5 ヘッドホン＜タイムセール＞,1,110000,110000
E000688,2024-03-16,P098,Dell U2723QE 4Kモニター,1,25000,25000
E000689,2024-03-16,P057,明治 おいしい牛乳 1L 6本[半額セール],8,120,960
E000690,2024-03-17,P056,ドトール ドリップコーヒー 100P,4,150,600
E000691,2024-03-17,P061,キリン 一番搾り 350ml 24本【セール】,2,180,360
E000692,2024-03-17,P014,Samsung Galaxy S24 Ultra[半額セール],1,90000,90000
E000693,2024-03-18,P089,日立 ドラム式洗濯機 ビッグドラム,1,55000,55000
E000694,2024-03-18,P052,THE NORTH FACE マウンテンパーカー,3,2800,8400
E000695,2024-03-18,P112,ドクターエア マッサージガン【セール】,1,14800,14800
E000696,2024-03-19,P199,BOSCH レーザー距離計,2,7980,15960
E000697,2024-03-19,P001,Apple MacBook Pro 14インチ,1,150000,150000
E000698,2024-03-20,P007,ワイヤレスマウス（送料無料）,1,1500,1500
E000699,2024-03-20,P064,ネスカフェ ゴールドブレンド 120g[期間限定],4,150,600
E000700,2024-03-20,P171,鹿児島黒豚 しゃぶしゃぶ用 500g[数量限定],1,4800,4800
E000701,2024-03-21,P090,三菱 IHクッキングヒーター＜半額セール＞,1,35000,35000
E000702,2024-03-21,P078,シモンズ ベッドマットレス シングル（期間限定）,1,95000,95000
E000703,2024-03-21,P040,柔軟剤 レノアリセット 詰替,4,210,840
E000704,2024-03-22,P029,Kindle Paperwhite Signature（ネット）,2,25000,50000
E000705,2024-03-22,P016,Dyson V15 コードレス掃除機＜期間限定＞,1,80000,80000
E000706,2024-03-23,P092,Apple Mac Studio M2 Ultra[数量限定],1,250000,250000
E000707,2024-03-23,P035,アタック 洗濯洗剤 詰替用 1500g,3,250,750
E000708,2024-03-24,P032,DJI Mini 4 Pro ドローン＜期間限定＞,1,45000,45000
E000709,2024-03-24,P077,コイズミ 学習デスク＜期間限定＞,1,18000,18000
E000710,2024-03-25,P036,トイレットペーパー 12ロール ダブル[新生活応援],6,300,1800
E000711,2024-03-25,P065,AGF ブレンディスティック 30本＜半額セール＞,2,250,500
E000712,2024-03-26,P039,食器用洗剤 キュキュット 詰替,6,180,1080
E000713,2024-03-26,P063,伊藤園 お〜いお茶 2L 6本【まとめ買い】,7,160,1120
E000714,2024-03-27,P045,シルバニアファミリー 赤い屋根の家,2,400,800
E000715,2024-03-27,P042,バスクリン 入浴剤 20包（期間限定）,7,350,2450
E000716,2024-03-27,P030,JBL ポータブルスピーカー Charge 5[新生活応援],2,35000,70000
E000717,2024-03-27,P196,TONE 工具セット 56点＜ポイント10倍＞,1,14800,14800
E000718,2024-03-28,P085,パナソニック 食器洗い乾燥機＜期間限定＞,1,30000,30000
E000719,2024-03-28,P005,ノート A4 5冊パック,1,400,400
E000720,2024-03-28,P013,蛍光ペン 5色セット【まとめ買い】,7,500,3500
E000721,2024-03-29,P159,エルゴベビー 抱っこひも オムニ360＜期間限定＞,1,28800,28800
E000722,2024-03-29,P084,象印 炊飯器 極め炊き【店頭】,2,22000,44000
E000723,2024-03-29,P034,ジップロック フリーザーバッグ M 50枚＜ポイント10倍＞,2,500,1000
E000724,2024-03-29,P043,レゴ テクニック ブガッティ シロン,7,800,5600
E000725,2024-03-30,P041,ハンドソープ キレイキレイ 詰替 3個,4,180,720
E000726,2024-03-30,P005,ノート A4 5冊パック（期間限定）,4,400,1600
E000727,2024-03-31,P037,ティッシュペーパー 5箱パック【店頭】,10,250,2500
E000728,2024-03-31,P013,蛍光ペン 5色セット（ネット）,5,500,2500
E000729,2024-03-31,P089,日立 ドラム式洗濯機 ビッグドラム[数量限定],1,55000,55000
E000730,2024-04-01,P037,ティッシュペーパー 5箱パック（期間限定）,6,250,1500
E000731,2024-04-01,P046,トミカ 緊急車両セット【期間限定】,2,500,1000
E000732,2024-04-01,P087,ブラーバ ジェット m6＜期間限定＞,1,50000,50000
E000733,2024-04-01,P081,ダイキン 加湿空気清浄機[期間限定],1,180000,180000
E000734,2024-04-02,P157,ピジョン 哺乳びん 母乳実感（送料無料）,1,1980,1980
E000735,2024-04-02,P012,消しゴム まとまるくん 5個【セール】,8,150,1200
E000736,2024-04-02,P023,Sony α7C II ミラーレスカメラ【期間限定】,1,95000,95000
E000737,2024-04-03,P170,京都宇治 抹茶スイーツ詰め合わせ（送料無料）,4,3200,12800
E000738,2024-04-03,P035,アタック 洗濯洗剤 詰替用 1500g＜タイムセール＞,6,250,1500
E000739,2024-04-04,P062,UCC ドリップコーヒー 50P[数量限定],9,130,1170
E000740,2024-04-05,P044,プラレール 超特急セット【まとめ買い】,3,1200,3600
E000741,2024-04-05,P019,BOSE QuietComfort Earbuds（期間限定）,1,90000,90000
E000742,2024-04-06,P093,コピー用紙 A4 500枚＜ポイント10倍＞,5,15,75
E000743,2024-04-06,P072,WD 外付けSSD 500GB＜ポイント10倍＞,1,4000,4000
E000744,2024-04-06,P169,北海道十勝 ラクレットチーズ 300g（送料無料）,1,2480,2480
E000745,2024-04-06,P087,ブラーバ ジェット m6＜タイムセール＞,1,50000,50000
E000746,2024-04-07,P082,バルミューダ トースター（送料無料）,1,70000,70000
E000747,2024-04-08,P130,デロンギ コーヒーメーカー マグニフィカS,1,59800,59800
E000748,2024-04-08,P172,三陸産 生ウニ 100g（期間限定）,1,5980,5980
E000749,2024-04-08,P082,バルミューダ トースター【まとめ買い】,1,70000,70000
E000750,2024-04-08,P039,食器用洗剤 キュキュット 詰替（ネット）,4,180,720
E000751,2024-04-09,P105,Philips Hue スマート照明スターターキット,1,9800,9800
E000752,2024-04-09,P131,シャープ ヘルシオ ホットクック＜期間限定＞,2,42800,85600
E000753,2024-04-09,P048,くもん 日本地図パズル,5,300,1500
E000754,2024-04-09,P096,HP Spectre x360 16＜期間限定＞,1,200000,200000
E000755,2024-04-10,P084,象印 炊飯器 極め炊き,1,22000,22000
E000756,2024-04-10,P036,トイレットペーパー 12ロール ダブル（送料無料）,1,300,300
E000757,2024-04-10,P157,ピジョン 哺乳びん 母乳実感（送料無料）,5,1980,9900
E000758,2024-04-10,P188,厳選コーヒー豆 定期便 200g×2（送料無料）,1,3280,3280
E000759,2024-04-10,P136,Manduka ヨガマット PRO 6mm（ネット）,1,14800,14800
E000760,2024-04-10,P059,サントリー 天然水 2L 12本【期間限定】,1,180,180
E000761,2024-04-11,P077,コイズミ 学習デスク[期間限定],2,18000,36000
E000762,2024-04-12,P032,DJI Mini 4 Pro ドローン,2,45000,90000
E000763,2024-04-12,P198,プランター 菜園キット 土・種付き,2,2480,4960
E000764,2024-04-12,P130,デロンギ コーヒーメーカー マグニフィカS【セール】,1,59800,59800
E000765,2024-04-12,P077,コイズミ 学習デスク＜期間限定＞,1,18000,18000
E000766,2024-04-13,P070,Crucial SSD 1TB[半額セール],1,3500,3500
E000767,2024-04-13,P104,iRobot ルンバ i5 ロボット掃除機（送料無料）,1,49800,49800
E000768,2024-04-13,P031,Garmin ForeRunner 265 スマートウォッチ＜半額セール＞,1,40000,40000
E000769,2024-04-13,P107,Ring ビデオドアベル[新生活応援],1,18800,18800
E000770,2024-04-14,P096,HP Spectre x360 16【店頭】,1,200000,200000
E000771,2024-04-14,P100,LG UltraFine 5K Display（送料無料）,1,250000,250000
E000772,2024-04-14,P014,Samsung Galaxy S24 Ultra【まとめ買い】,1,90000,90000
E000773,2024-04-15,P079,パナソニック LEDデスクライト,1,15000,15000
E000774,2024-04-15,P183,みつろうラップ 3枚セット[期間限定],5,2480,12400
E000775,2024-04-15,P052,THE NORTH FACE マウンテンパーカー（ネット）,2,2800,5600
E000776,2024-04-15,P057,明治 おいしい牛乳 1L 6本【店頭】,1,120,120
E000777,2024-04-15,P119,ヤクルト 青汁のめぐり 30袋＜タイムセール＞,1,1980,1980
E000778,2024-04-16,P075,アイリスオーヤマ LED シーリングライト【セール】,2,8000,16000
E000779,2024-04-16,P077,コイズミ 学習デスク【まとめ買い】,1,18000,18000
E000780,2024-04-17,P056,ドトール ドリップコーヒー 100P（ネット）,1,150,150
E000781,2024-04-18,P084,象印 炊飯器 極め炊き,2,22000,44000
E000782,2024-04-19,P028,三菱電機 エアコン 霧ヶ峰[新生活応援],1,120000,120000
E000783,2024-04-19,P030,JBL ポータブルスピーカー Charge 5【まとめ買い】,1,35000,35000
E000784,2024-04-19,P094,Lenovo ThinkPad X1 Carbon（ネット）,1,170000,170000
E000785,2024-04-19,P141,モンベル トレッキングポール（送料無料）,2,6980,13960
E000786,2024-04-19,P088,東芝 オーブンレンジ 石窯ドーム【店頭】,2,40000,80000
E000787,2024-04-19,P111,ヤーマン 美顔器 フォトプラス（ネット）,1,39800,39800
E000788,2024-04-20,P048,くもん 日本地図パズル,6,300,1800
E000789,2024-04-20,P172,三陸産 生ウニ 100g（ネット）,2,5980,11960
E000790,2024-04-20,P086,ルンバ コンボ j7+[新生活応援],2,45000,90000
E000791,2024-04-21,P093,コピー用紙 A4 500枚[数量限定],1,15,15
E000792,2024-04-21,P046,トミカ 緊急車両セット,1,500,500
E000793,2024-04-22,P185,ソーラーチャージャー 折りたたみ式（ネット）,2,5980,11960
E000794,2024-04-22,P172,三陸産 生ウニ 100g＜タイムセール＞,1,5980,5980
E000795,2024-04-22,P055,ニューバランス 574,3,4000,12000
E000796,2024-04-22,P185,ソーラーチャージャー 折りたたみ式＜タイムセール＞,3,5980,17940
E000797,2024-04-22,P135,アシックス ランニングシューズ GEL-KAYANO[数量限定],1,15800,15800
E000798,2024-04-22,P045,シルバニアファミリー 赤い屋根の家＜期間限定＞,1,400,400
E000799,2024-04-23,P052,THE NORTH FACE マウンテンパーカー＜半額セール＞,1,2800,2800
E000800,2024-04-23,P168,宮崎県産 完熟マンゴー 2個[新生活応援],1,7800,7800
E000801,2024-04-24,P021,ダイソン Pure Cool 空気清浄機（送料無料）,1,85000,85000
E000802,2024-04-25,P142,ザノースフェイス レインジャケット,1,19800,19800
E000803,2024-04-26,P007,ワイヤレスマウス[期間限定],1,1500,1500
E000804,2024-04-26,P035,アタック 洗濯洗剤 詰替用 1500g[新生活応援],3,250,750
E000805,2024-04-26,P057,明治 おいしい牛乳 1L 6本【期間限定】,3,120,360
E000806,2024-04-27,P015,付箋紙 ポストイット 10個（ネット）,2,300,600
E000807,2024-04-28,P187,季節のフルーツ定期便 月1回,2,4980,9960
E000808,2024-04-28,P006,USBメモリ 64GB[期間限定],2,800,1600
E000809,2024-04-28,P139,カリマー 登山リュック 30L＜期間限定＞,2,18800,37600
E000810,2024-04-28,P038,キッチンペーパー 4ロール＜半額セール＞,2,150,300
E000811,2024-04-29,P056,ドトール ドリップコーヒー 100P＜ポイント10倍＞,1,150,150
E000812,2024-04-29,P030,JBL ポータブルスピーカー Charge 5（送料無料）,1,35000,35000
E000813,2024-04-29,P195,パキラ 観葉植物 8号鉢＜半額セール＞,1,4980,4980
E000814,2024-04-30,P010,Bluetoothスピーカー,4,3000,12000
E000815,2024-04-30,P052,THE NORTH FACE マウンテンパーカー[新生活応援],3,2800,8400
E000816,2024-05-01,P108,TP-Link スマートプラグ 2個セット【店頭】,1,3200,3200
E000817,2024-05-03,P158,アンパンマン おしゃべりいっぱいことばずかん（送料無料）,1,7980,7980
E000818,2024-05-03,P010,Bluetoothスピーカー【店頭】,2,3000,6000
E000819,2024-05-03,P065,AGF ブレンディスティック 30本,2,250,500
E000820,2024-05-03,P095,Microsoft Surface Pro 9[期間限定],1,140000,140000
E000821,2024-05-03,P074,Anker モバイルバッテリー 20000mAh【セール】,2,2000,4000
E000822,2024-05-04,P065,AGF ブレンディスティック 30本[期間限定],1,250,250
E000823,2024-05-04,P044,プラレール 超特急セット【店頭】,5,1200,6000
E000824,2024-05-04,P023,Sony α7C II ミラーレスカメラ[期間限定],1,95000,95000
E000825,2024-05-04,P157,ピジョン 哺乳びん 母乳実感,5,1980,9900
